Wavenumber,CoHA01,CoHA025,CoHA05,CoHA100
399.1992,0.871379,1.359685,1.170668,1.049802
401.1277,0.8929625,1.241221,1.04816,0.9250536
403.0562,0.9100507,1.200009,0.9969036,0.8757113
404.9847,0.9136396,1.193007,0.9818766,0.867193
406.9132,0.9079032,1.17858,0.9652627,0.856711
408.8417,0.8869296,1.13592,0.9363509,0.8281683
410.7702,0.85623610000000006,1.082621,0.9015397,0.7905297
412.6987,0.818714,1.028629,0.8647422,0.7478972
414.6272,0.7892037,0.9876321,0.8379703,0.7166019
416.5557,0.7676761,0.999793,0.8595092,0.7353206
418.4842,0.7444969,1.077066,0.9452403,0.8216428
420.4127,0.7331322,0.9873914,0.8618481,0.7331004
422.3412,0.732203,0.9223625,0.798471,0.6648387
424.2697,0.7329054,0.9078525,0.7827649,0.6482338
426.1982,0.7377051,0.8901889,0.7656541,0.6287229
428.1267,0.7440602,0.8789231,0.7533843,0.6144237
430.0552,0.7486319,0.8810318,0.7522492,0.6138161
431.9837,0.7503715,0.8787519,0.7506573,0.6114974
433.9122,0.7504094,0.8753023,0.7474654,0.6066803
435.8407,0.7494584,0.8742383,0.7466095,0.6041576
437.7692,0.7489539,0.8602858,0.7341724,0.5882741
439.6977,0.7458241,0.8538522,0.7284136,0.5792474
441.6262,0.7423289,0.8627316,0.737533,0.5871025
443.5547,0.7439948,0.8616747,0.7339416,0.5832219
445.4832,0.7486193,0.8558459,0.7250015,0.5739273
447.4117,0.7543833,0.85514,0.7218243,0.570746
449.3401,0.7611152,0.8530354,0.7183754,0.5660034
451.2686,0.7682233,0.8610617,0.7238001,0.5713654
453.1971,0.7761877,0.8704178,0.7282979,0.5777162
455.1256,0.7822911,0.8784697,0.7322645,0.5827401
457.0541,0.7896186,0.9036044,0.7546821,0.6064647
458.9826,0.7998518,0.9046164,0.7521926,0.6038271
460.9111,0.8065726,0.8965049,0.740559,0.5909297
462.8396,0.8129419,0.8996817,0.7422803,0.5912472
464.7681,0.8194236,0.9029528,0.7441661,0.593801
466.6966,0.8253492,0.911791,0.7504469,0.6028509
468.6251,0.8305958,0.9177049,0.7560981,0.6092192
470.5536,0.8332172,0.9242543,0.7636991,0.6175242
472.4821,0.8359715,0.9334299,0.7746863,0.6280085
474.4106,0.8388059,0.9254732,0.7664599,0.6182464
476.3391,0.8404803,0.9196419,0.7614136,0.6119584
478.2676,0.8408347,0.9185494,0.7610797,0.6105149
480.1961,0.8403605,0.9162005,0.7608983,0.6097344
482.1246,0.8399872,0.9156172,0.7641927,0.6121341
484.0531,0.8399813,0.9167067,0.767233,0.615256
485.9816,0.8415025,0.9146847,0.7651812,0.6132399
487.9101,0.843785,0.9112582,0.7637007,0.6105683
489.8386,0.8460981,0.9120468,0.7665412,0.6130307
491.7671,0.8511341,0.9153099,0.7714436,0.6178188
493.6956,0.8590071,0.9179454,0.774961,0.6203376
495.6241,0.8669081,0.9215423,0.7782686,0.6229557
497.5526,0.8755044,0.9280786,0.7827865,0.6288478
499.4811,0.8839657,0.9372622,0.7898612,0.6364357
501.4096,0.8938785,0.9508513,0.8022485,0.6485321
503.3381,0.9081022,0.9616578,0.8111851,0.6577315
505.2666,0.9207594,0.9717247,0.818022,0.665763
507.1951,0.9351213,0.984994,0.8286942,0.6782138
509.1236,0.9511413,0.9989723,0.8381215,0.6890574
511.0521,0.9687102,1.015332,0.8491818,0.7023813
512.9806,0.9872295,1.032423,0.8622692,0.7183354
514.9091,1.004401,1.052217,0.8776483,0.7371821
516.8376,1.023439,1.078151,0.896709,0.7616976
518.7661,1.045414,1.101385,0.9139979,0.7866269
520.6946,1.065718,1.120502,0.9278096,0.8084493
522.6231,1.08328,1.138654,0.9407892,0.8307087
524.5516,1.098428,1.156401,0.955161,0.8567116
526.4801,1.111924,1.169518,0.9663181,0.8830676
528.4086,1.118795,1.172676,0.9702131,0.8992578
530.3371,1.120313,1.170231,0.969862,0.9108725
532.2656,1.118703,1.162728,0.9662668,0.9181665
534.1941,1.11431,1.151044,0.96055,0.9203348
536.1226,1.108573,1.13906,0.9532968,0.9199521
538.0511,1.100332,1.124552,0.943494,0.9167687
539.9796,1.091412,1.109093,0.9335372,0.9123853
541.9081,1.081506,1.091848,0.9230769,0.9058491
543.8365,1.071502,1.077011,0.9145756,0.8978088
545.7651,1.065246,1.066747,0.9092609,0.8914767
547.6935,1.069871,1.064848,0.9082738,0.8903378
549.6221,1.087579,1.07402,0.9134473,0.8969143
551.5505,1.119646,1.09885,0.9275692,0.9137375
553.4791,1.164263,1.137503,0.9512709,0.9400759
555.4075,1.221657,1.191292,0.9838451,0.9768122
557.3361,1.283037,1.254383,1.021512,1.018729
559.2645,1.338716,1.320149,1.061475,1.063816
561.1931,1.378716,1.379553,1.098066,1.107035
563.1215,1.403649,1.425976,1.12655,1.145338
565.05,1.412306,1.451632,1.145061,1.17296
566.9786,1.408906,1.459923,1.156271,1.192456
568.907,1.398804,1.458257,1.160369,1.203306
570.8356,1.392405,1.459538,1.165043,1.213858
572.764,1.393059,1.467964,1.17475,1.22864
574.6926,1.40557,1.489438,1.19251,1.255716
576.621,1.423678,1.517022,1.216465,1.294596
578.5496,1.441399,1.543917,1.239134,1.339268
580.478,1.454362,1.558599,1.256519,1.38135
582.4066,1.460418,1.560084,1.266445,1.411332
584.335,1.439524,1.532237,1.25848,1.403639
586.2635,1.385355,1.47207,1.230546,1.35521
588.192,1.305384,1.385257,1.185759,1.273639
590.1205,1.217304,1.292013,1.134523,1.187264
592.049,1.126762,1.194568,1.077093,1.098594
593.9775,1.050782,1.110561,1.025662,1.022058
595.906,0.9864627,1.04037,0.9813389,0.9551884
597.8345,0.932089,0.9823645,0.9440053,0.8980172
599.763,0.8851305,0.9318799,0.9110563,0.847868
601.6915,0.8471138,0.8906181,0.8828645,0.8053227
603.62,0.8164994,0.8580914,0.8595504,0.7684768
605.5485,0.791472,0.83079,0.8402122,0.7368362
607.477,0.7692344,0.8073972,0.82283,0.7082906
609.4055,0.7501857,0.7885011,0.8079935,0.6838664
611.334,0.733462,0.7712891,0.7947559,0.6615647
613.2625,0.7189048,0.756268,0.7835995,0.6417626
615.191,0.7054219,0.7430937,0.7731983,0.6233584
617.1195,0.6939942,0.7316508,0.7644674,0.6069444
619.048,0.6835641,0.7207447,0.7565985,0.5913244
620.9765,0.6747098,0.7119684,0.7497193,0.5773849
622.905,0.6668572,0.7041383,0.7430158,0.564571
624.8335,0.659835,0.6970221,0.7376231,0.5540034
626.762,0.6534978,0.6902046,0.7326439,0.5440766
628.6905,0.6485798,0.6852863,0.7284948,0.5356652
630.619,0.6439571,0.6804712,0.7251219,0.5282735
632.5475,0.6398087,0.6762915,0.7228219,0.5223122
634.476,0.6362548,0.6730785,0.7201964,0.5168139
636.4045,0.6337192,0.6706228,0.7178036,0.5121462
638.333,0.6314006,0.6675951,0.7158078,0.5077091
640.2615,0.629873,0.6657133,0.7149069,0.5044948
642.19,0.6284335,0.6641767,0.7139602,0.5016719
644.1185,0.6276136,0.6629531,0.7130201,0.499608
646.047,0.6269247,0.661761,0.7122921,0.4975128
647.9755,0.6264794,0.6613641,0.712233,0.4961815
649.904,0.6263198,0.6609024,0.7118095,0.4949884
651.8325,0.626372,0.6604631,0.7119429,0.4941556
653.761,0.6265023,0.6604477,0.7122241,0.4934677
655.6895,0.6270007,0.6610149,0.7126839,0.4934128
657.618,0.6274293,0.661131,0.7128444,0.4929217
659.5464,0.6284168,0.6616578,0.7133099,0.4929546
661.475,0.6295053,0.6624076,0.7140536,0.4931475
663.4034,0.6306362,0.6636358,0.7153129,0.4936124
665.332,0.6306443,0.6649846,0.7171781,0.4942406
667.2604,0.6322626,0.6692291,0.7225194,0.5010933
669.189,0.6382622,0.67077850000000006,0.722248,0.5046561
671.1174,0.6377844,0.6691384,0.7203069,0.499688
673.046,0.6381744,0.6696811,0.7211158,0.4996127
674.9745,0.6397157,0.6711175,0.722286,0.5014923
676.903,0.6412132,0.6724671,0.7234775,0.5033271
678.8315,0.6427138,0.6739537,0.7245951,0.5051441
680.7599,0.6442596,0.6757835,0.7258871,0.5071926
682.6885,0.6460033,0.6777974,0.7278543,0.5094129
684.6169,0.6478922,0.6794099,0.7292422,0.5112662
686.5455,0.6495591,0.6814178,0.7307606,0.5131951
688.4739,0.651926,0.683888,0.7325818,0.5158283
690.4025,0.6549327,0.6865409,0.7347314,0.5184938
692.3309,0.65756269999999994,0.6893573,0.7366779,0.5207604
694.2595,0.6602719,0.6923343,0.7386033,0.5233071
696.1879,0.6623696,0.6946445,0.7404239,0.5255919
698.1165,0.6637245,0.6962157,0.7423539,0.5273284
700.0449,0.6651571,0.6974991,0.7440469,0.5288435
701.9734,0.6666632,0.6991596,0.7460204,0.5306203
703.9019,0.6684433,0.7010835,0.7480572,0.5325344
705.8304,0.6705986,0.7033988,0.7500281,0.5343333
707.7589,0.673003,0.7061142,0.7520912,0.5361755
709.6874,0.6754683,0.7092717,0.7544248,0.5382122
711.6159,0.6780055,0.7124033,0.7566724,0.5401347
713.5444,0.6807343,0.7153354,0.7590202,0.5419923
715.4729,0.6833535,0.7177028,0.7611285,0.5436634
717.4014,0.6862009,0.7202529,0.7635213,0.5455493
719.3299,0.6897081,0.7232625,0.7658293,0.5477006
721.2584,0.693581,0.7264792,0.768488,0.5499296
723.1869,0.6977273,0.7297865,0.7714323,0.5523303
725.1154,0.7016006,0.7333612,0.7742451,0.5551165
727.0439,0.7046759,0.7368469,0.7766557,0.5574133
728.9724,0.7070326,0.7399098,0.7790592,0.5592223
730.9009,0.7090994,0.7424932,0.781172,0.5607089
732.8294,0.711108,0.7452765,0.7830378,0.5619276
734.7579,0.7130657,0.7481222,0.7852978,0.5631107
736.6864,0.7146574,0.7509319,0.7878518,0.5643737
738.6149,0.716185,0.7536362,0.7900591,0.5658074
740.5434,0.7180062,0.7565506,0.7922426,0.5674174
742.4719,0.7201034,0.7594277,0.7945356,0.5691305
744.4004,0.7224338,0.762501,0.7970863,0.5711364
746.3289,0.7252672,0.7659302,0.7994695,0.5735004
748.2574,0.7281749,0.7694178,0.8021524,0.5760014
750.1859,0.7310166,0.7726552,0.8049749,0.5782741
752.1144,0.7339061,0.7759574,0.8078465,0.5808729
754.0429,0.7369151,0.7797874,0.8104916,0.5838506
755.9714,0.7398806,0.7838197,0.8132858,0.5867513
757.8999,0.7433103,0.787667,0.8164072,0.5895242
759.8284,0.7468444,0.7913762,0.8192681,0.5924346
761.7569,0.7503915,0.795374,0.8220706,0.5955853
763.6854,0.7539614,0.7997866,0.8252501,0.5989343
765.6139,0.757618,0.804097,0.8284833,0.6023059
767.5424,0.7614445,0.808556,0.8317986,0.6058663
769.4709,0.765731,0.8136016,0.8350434,0.6096625
771.3994,0.770276,0.8190454,0.8384517,0.6136237
773.3279,0.7749472,0.8244921,0.8418407,0.6177114
775.2563,0.7797131,0.8300967,0.8454333,0.6221654
777.1849,0.7844887,0.83557,0.8490545,0.6268661
779.1133,0.7883316,0.8401613,0.8523814,0.6309515
781.0419,0.7916615,0.8439195,0.8558899,0.6343841
782.9703,0.7950626,0.8475018,0.8594811,0.637903
784.8989,0.7983302,0.8510873,0.8625343,0.641627
786.8274,0.8018507,0.8548911,0.8658909,0.6458386
788.7559,0.8059828,0.8598719,0.8698161,0.650629
790.6844,0.8104921,0.8655235,0.8738855,0.6557265
792.6129,0.8160686,0.8717939,0.8779044,0.6612378
794.5414,0.8216651,0.87813,0.8822358,0.6673246
796.4698,0.8268045,0.8843095,0.8864381,0.6731758
798.3984,0.8311371,0.8897434,0.8907278,0.6788017
800.3268,0.834955,0.8941958,0.8948689,0.6840273
802.2554,0.8378358,0.8978961,0.8990722,0.6892683
804.1838,0.8406761,0.9014333,0.9031315,0.6945274
806.1124,0.8435301,0.9046865,0.9068614,0.6998027
808.0408,0.8469841,0.9083319,0.9107269,0.7055508
809.9694,0.8507766,0.9127294,0.9153652,0.7117931
811.8978,0.8551841,0.9176569,0.9200239,0.7184866
813.8264,0.8598967,0.9230288,0.924585,0.7255206
815.7548,0.865289,0.9291263,0.9290736,0.7329731
817.6833,0.8706084,0.9354677,0.933818,0.7409571
819.6118,0.8762302,0.9419519,0.9388653,0.7493983
821.5403,0.882082,0.9483089,0.9442002,0.7579893
823.4688,0.8887182,0.9551399,0.9494699,0.7667465
825.3973,0.8952259,0.9622895,0.9548324,0.7758698
827.3258,0.9020267,0.9698738,0.9603874,0.7853979
829.2543,0.9088706,0.9777496,0.9660003,0.7950303
831.1828,0.9160646,0.9856381,0.9718766,0.8050088
833.1113,0.9233832,0.9935902,0.97785,0.8152117
835.0398,0.931352,1.002249,0.9840152,0.825609
836.9683,0.9391715,1.010881,0.9902844,0.8358702
838.8969,0.9475084,1.019482,0.9964729,0.8464704
840.8253,0.9557866,1.028016,1.003171,0.8568454
842.7538,0.9642723,1.037123,1.009981,0.8674777
844.6823,0.97269,1.04657,1.016552,0.8781794
846.6108,0.9817782,1.056189,1.023518,0.8887297
848.5393,0.9907151,1.065847,1.030351,0.898661
850.4678,0.9998383,1.075786,1.037405,0.9088871
852.3963,1.009074,1.085708,1.044634,0.9191778
854.3248,1.018968,1.096227,1.05192,0.929614
856.2533,1.029024,1.106605,1.059249,0.9394846
858.1818,1.039515,1.117395,1.066705,0.9490445
860.1103,1.049196,1.127596,1.073821,0.9579588
862.0388,1.058928,1.137641,1.080807,0.966321
863.9673,1.068123,1.147148,1.087192,0.9735876
865.8958,1.076943,1.155768,1.093002,0.9801257
867.8243,1.084398,1.163573,1.09837,0.9854183
869.7528,1.092521,1.172234,1.103966,0.9903297
871.6813,1.100692,1.181154,1.109441,0.9945236
873.6098,1.109302,1.189623,1.114736,0.9987113
875.5383,1.118384,1.197668,1.12037,1.002941
877.4668,1.130471,1.207994,1.127631,1.008908
879.3953,1.145626,1.220747,1.136041,1.01678
881.3238,1.164886,1.237957,1.146336,1.027657
883.2523,1.185939,1.258616,1.158612,1.040653
885.1808,1.208367,1.281547,1.172402,1.055817
887.1093,1.229264,1.305138,1.186142,1.071371
889.0378,1.24775,1.327532,1.199257,1.085652
890.9662,1.261187,1.346103,1.211187,1.097283
892.8948,1.27118,1.360917,1.221316,1.106948
894.8233,1.276057,1.371297,1.229013,1.113685
896.7518,1.278309,1.378843,1.234809,1.118415
898.6803,1.277668,1.383156,1.238902,1.121071
900.6088,1.276257,1.385956,1.241525,1.122838
902.5373,1.272809,1.385823,1.24282,1.123734
904.4658,1.268591,1.383884,1.242538,1.124597
906.3943,1.262224,1.379243,1.240945,1.123847
908.3228,1.253734,1.37188,1.238045,1.122139
910.2513,1.240463,1.359807,1.232267,1.117892
912.1797,1.224196,1.343693,1.224651,1.111447
914.1083,1.202979,1.321927,1.213896,1.100846
916.0367,1.178035,1.295267,1.200245,1.086525
917.9653,1.149439,1.264346,1.18434,1.06862
919.8937,1.119292,1.232529,1.167136,1.048435
921.8223,1.088509,1.200497,1.149553,1.026783
923.7507,1.059787,1.169885,1.132487,1.006005
925.6793,1.033748,1.142205,1.116744,0.9874583
927.6077,1.011935,1.119153,1.103273,0.9733601
929.5363,0.9935277,1.100188,1.092354,0.9645352
931.4647,0.979829,1.08566,1.083863,0.9620846
933.3932,0.9701891,1.0755,1.077746,0.9660675
935.3217,0.9641764,1.069229,1.073724,0.9745877
937.2502,0.9610887,1.065715,1.071737,0.9816075
939.1787,0.9607697,1.064826,1.071789,0.9812782
941.1072,0.9621994,1.066329,1.073361,0.9715864
943.0357,0.9650754,1.069387,1.075359,0.9587831
944.9642,0.9687885,1.072962,1.077973,0.9491947
946.8927,0.973461,1.077333,1.080848,0.9452593
948.8212,0.9783393,1.082103,1.083971,0.9459535
950.7498,0.9837612,1.086918,1.08728,0.9495111
952.6782,0.9896044,1.091812,1.090653,0.9541765
954.6068,0.9963789,1.09814,1.094518,0.9607704
956.5352,1.003816,1.105049,1.098807,0.9699013
958.4637,1.012594,1.11243,1.103561,0.9818172
960.3922,1.021758,1.12099,1.109043,0.9959949
962.3207,1.032156,1.1307,1.115294,1.013587
964.2492,1.043392,1.140664,1.122236,1.034977
966.1777,1.055671,1.151633,1.129512,1.060482
968.1062,1.068615,1.1635,1.13747,1.088311
970.0347,1.083518,1.176352,1.146689,1.117687
971.9632,1.098958,1.190267,1.156468,1.14612
973.8917,1.116088,1.20597,1.166762,1.172372
975.8202,1.134978,1.222965,1.17819,1.194645
977.7487,1.156595,1.242618,1.19157,1.213663
979.6772,1.180281,1.264982,1.206645,1.230297
981.6057,1.207461,1.289919,1.223285,1.246797
983.5342,1.236748,1.317172,1.241308,1.263008
985.4627,1.268462,1.347155,1.260542,1.281082
987.3912,1.299648,1.378035,1.279925,1.300415
989.3197,1.328868,1.408742,1.299318,1.321362
991.2482,1.352941,1.436057,1.317846,1.341578
993.1767,1.372523,1.459381,1.334633,1.360735
995.1052,1.384192,1.475973,1.347499,1.375026
997.0337,1.388424,1.48568,1.356174,1.385003
998.9622,1.384943,1.487063,1.361337,1.388979
1000.891,1.376932,1.483118,1.36321,1.388628
1002.819,1.363631,1.474041,1.361172,1.382356
1004.748,1.348206,1.462003,1.356159,1.37273
1006.676,1.330262,1.446395,1.349289,1.358471
1008.605,1.31309,1.430208,1.341118,1.342215
1010.533,1.295852,1.413908,1.332056,1.324165
1012.462,1.279951,1.398696,1.322756,1.307333
1014.39,1.263864,1.383143,1.313592,1.292246
1016.319,1.249997,1.36851,1.304703,1.2802
1018.247,1.235577,1.354174,1.296591,1.27098
1020.176,1.22245,1.3415,1.289971,1.266235
1022.104,1.211298,1.330117,1.284275,1.26397
1024.033,1.204129,1.322281,1.280262,1.265285
1025.961,1.200778,1.317601,1.278364,1.26907
1027.89,1.202703,1.317259,1.279199,1.275683
1029.818,1.207942,1.320996,1.282654,1.283287
1031.747,1.217348,1.328635,1.288962,1.293293
1033.675,1.229968,1.339921,1.297445,1.30527
1035.604,1.24748,1.356128,1.308742,1.319748
1037.532,1.267997,1.376361,1.32351,1.335579
1039.461,1.29321,1.401579,1.34141,1.354569
1041.389,1.32253,1.431746,1.362226,1.376357
1043.318,1.358395,1.468848,1.387075,1.403269
1045.246,1.399438,1.51197,1.415811,1.434826
1047.175,1.448226,1.562658,1.448327,1.474705
1049.103,1.502788,1.618165,1.485032,1.520128
1051.032,1.567309,1.683345,1.526866,1.573337
1052.96,1.638733,1.756934,1.573349,1.634273
1054.889,1.722924,1.842603,1.62496,1.708407
1056.817,1.815708,1.937591,1.680525,1.789388
1058.746,1.919813,2.044849,1.739943,1.881201
1060.674,2.023447,2.151086,1.797655,1.974096
1062.603,2.125692,2.257582,1.849464,2.072958
1064.531,2.204175,2.347918,1.888459,2.159056
1066.46,2.272881,2.42049,1.914895,2.231936
1068.388,2.306805,2.44425,1.923177,2.267847
1070.317,2.317504,2.438479,1.914267,2.282237
1072.245,2.287877,2.398942,1.890972,2.255342
1074.174,2.260643,2.348088,1.858712,2.216469
1076.102,2.211264,2.276246,1.821287,2.159384
1078.031,2.156789,2.208868,1.785449,2.097567
1079.959,2.087856,2.132752,1.747618,2.025897
1081.888,2.026965,2.060975,1.711282,1.964388
1083.816,1.961369,1.991989,1.677661,1.904914
1085.745,1.905752,1.933884,1.648434,1.851788
1087.673,1.849986,1.880535,1.620574,1.799901
1089.602,1.801886,1.83475,1.597589,1.759324
1091.53,1.754526,1.792915,1.578086,1.722559
1093.459,1.716592,1.759242,1.561451,1.69419
1095.387,1.682028,1.728678,1.54761,1.668941
1097.316,1.656632,1.70689,1.536573,1.649939
1099.244,1.633697,1.690619,1.527346,1.632418
1101.173,1.617823,1.680368,1.522532,1.622199
